_id,plr_type,plr_median,plr_confidence_low,plr_confidence_high,length_years_rounded,power_dc,pv_climate_zone,technology1,technology2,type_mounting,tracking
2345,sensor,-0.27,-0.45,-0.03,6,> 2 MW,T4,multi-Si,Al-BSF,Ground,TRUE
2346,sensor,-0.28,-0.49,-0.07,6,> 2 MW,T4,multi-Si,Al-BSF,Ground,TRUE
2347,sensor,-0.1,-0.3,0.1,6,> 2 MW,T4,multi-Si,Al-BSF,Ground,TRUE
2348,sensor,-0.24,-0.44,-0.07,6,> 2 MW,T4,multi-Si,Al-BSF,Ground,TRUE
2349,sensor,-0.57,-0.78,-0.36,6,> 2 MW,T4,multi-Si,Al-BSF,Ground,TRUE
2350,sensor,-0.38,-0.56,-0.17,6,> 2 MW,T4,multi-Si,Al-BSF,Ground,TRUE
2351,sensor,-0.08,-0.25,0.15,6,> 2 MW,T4,multi-Si,Al-BSF,Ground,TRUE
2352,sensor,-0.52,-0.72,-0.3,6,> 2 MW,T4,multi-Si,Al-BSF,Ground,TRUE
2353,sensor,-0.31,-0.49,-0.12,6,> 2 MW,T4,multi-Si,Al-BSF,Ground,TRUE
2354,sensor,-0.48,-0.7,-0.28,6,> 2 MW,T4,multi-Si,Al-BSF,Ground,TRUE
2355,sensor,-0.25,-0.44,-0.1,6,> 2 MW,T4,multi-Si,Al-BSF,Ground,TRUE
2356,sensor,-0.23,-0.47,-0.04,6,> 2 MW,T4,multi-Si,Al-BSF,Ground,TRUE
2357,sensor,-0.28,-0.5,-0.14,6,> 2 MW,T4,multi-Si,Al-BSF,Ground,TRUE
2358,sensor,-0.27,-0.42,-0.12,6,> 2 MW,T4,multi-Si,Al-BSF,Ground,TRUE
2359,sensor,-0.55,-0.74,-0.36,6,> 2 MW,T4,multi-Si,Al-BSF,Ground,TRUE
2360,sensor,-0.57,-0.8,-0.32,6,> 2 MW,T4,multi-Si,Al-BSF,Ground,TRUE
2361,sensor,-0.54,-0.69,-0.28,6,> 2 MW,T4,multi-Si,Al-BSF,Ground,TRUE
2362,sensor,-0.37,-0.56,-0.15,6,> 2 MW,T4,multi-Si,Al-BSF,Ground,TRUE
2363,sensor,0.05,-0.14,0.23,6,> 2 MW,T4,multi-Si,Al-BSF,Ground,TRUE
2364,nsrdb,-2.05,-2.65,-0.67,2,< 0.5 MW,T4,mono-Si,n-IBC,Canopy,FALSE
2365,sensor,-1.12,-1.47,-0.86,7,< 0.5 MW,T4,mono-Si,n-IBC,Ground,TRUE
2366,sensor,-0.75,-1.12,-0.39,7,< 0.5 MW,T4,mono-Si,n-IBC,Ground,TRUE
2367,sensor,-0.53,-0.99,-0.01,7,< 0.5 MW,T4,mono-Si,n-IBC,Ground,TRUE
2368,sensor,-0.11,-0.46,0.23,7,< 0.5 MW,T4,mono-Si,n-IBC,Ground,TRUE
2369,sensor,-0.51,-1.33,0.35,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2370,sensor,-1.44,-1.97,-0.59,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2371,sensor,-1.2,-1.9,-0.28,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2372,sensor,0.16,-0.46,0.69,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2373,sensor,-0.34,-0.58,-0.02,6,< 0.5 MW,T6,multi-Si,Al-BSF,Parking,FALSE
2374,sensor,-0.3,-0.59,-0.08,6,< 0.5 MW,T6,multi-Si,Al-BSF,Parking,FALSE
2375,sensor,-0.48,-0.58,-0.37,6,< 0.5 MW,T6,multi-Si,Al-BSF,Parking,FALSE
2376,sensor,-0.33,-0.5,-0.2,6,< 0.5 MW,T6,multi-Si,Al-BSF,Parking,FALSE
2377,sensor,-0.43,-0.6,-0.3,5,< 0.5 MW,T6,multi-Si,Al-BSF,Parking,FALSE
2378,nsrdb,-0.47,-0.73,-0.21,4,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
2379,nsrdb,-0.29,-0.6,-0.02,4,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
2380,nsrdb,-0.2,-0.9,0.33,5,< 0.5 MW,T4,mono-Si,n-IBC,Canopy,FALSE
2381,sensor,-0.07,-0.33,0.16,4,< 0.5 MW,T4,mono-Si,PERC,Parking,FALSE
2382,sensor,-0.13,-0.48,0.15,4,< 0.5 MW,T4,mono-Si,PERC,Parking,FALSE
2383,sensor,-0.61,-1.06,-0.27,4,< 0.5 MW,T4,mono-Si,PERC,Parking,FALSE
2384,sensor,-0.22,-0.43,0.11,4,< 0.5 MW,T4,mono-Si,PERC,Parking,FALSE
2385,nsrdb,-1.22,-1.82,-0.47,8,0.5-2 MW,T4,a-Si,a-Si,Roof,FALSE
2386,sensor,-1.73,-2.07,-1.48,4,0.5-2 MW,T4,a-Si,a-Si,Roof,FALSE
2387,sensor,-1.1,-1.29,-0.83,11,< 0.5 MW,T4,a-Si,a-Si,Roof,FALSE
2388,clearsky,-0.84,-1.52,0.45,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2389,clearsky,0.17,-1.8,1.26,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2390,sensor,-0.61,-2.11,0.6,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2391,clearsky,-1.2,-3.63,0.63,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2392,clearsky,-0.24,-0.9,0.73,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2393,clearsky,0.06,-1.05,0.99,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2394,clearsky,-2.45,-4.04,0.02,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2395,clearsky,-2.25,-3.51,-0.26,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2396,clearsky,-0.26,-1.31,1.11,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2397,clearsky,-2.5,-4.16,0.26,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2398,clearsky,-0.82,-2.42,1.62,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2399,clearsky,0.43,-1.06,2.24,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2400,clearsky,-3.18,-4.61,-1.63,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2401,clearsky,0.43,-1.41,2.32,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2402,clearsky,-1.36,-4.06,0.56,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2403,nsrdb,-0.25,-1.95,1.69,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2404,clearsky,-1.88,-3.33,-0.57,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2405,nsrdb,-0.53,-3.78,2.74,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2406,clearsky,-4.17,-6.29,-1.47,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2407,nsrdb,-0.65,-4.01,2.95,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2408,clearsky,-3.56,-7.24,-0.89,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2409,clearsky,0.31,-0.92,2.95,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2410,clearsky,-2.17,-3.78,0.18,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2411,clearsky,-0.87,-2.6,2.87,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2412,nsrdb,-0.51,-2.64,2.64,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2413,clearsky,-0.95,-2.42,0.57,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2414,clearsky,-1.31,-3.6,0.39,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2415,nsrdb,-0.73,-3.17,2.23,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2416,sensor,-0.95,-2.27,1.18,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2417,clearsky,-1.85,-4.43,0.05,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2418,clearsky,-1.63,-3.84,-0.16,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2419,clearsky,-1.8,-3.42,0.34,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2420,clearsky,0.28,-0.46,1.37,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2421,clearsky,0.05,-1.15,1.06,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2422,clearsky,-0.98,-3.1,1.19,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2423,clearsky,-1.14,-3.06,-0.03,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2424,clearsky,-0.39,-2,1.51,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2425,clearsky,-0.98,-2.24,0.25,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2426,clearsky,-1.9,-3.32,0.26,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2427,clearsky,-1.29,-3.03,0.11,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2428,clearsky,0.16,-1.04,1.34,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2429,clearsky,0.18,-0.81,1.18,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2430,clearsky,0.51,-1.31,1.84,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2431,clearsky,-0.66,-1.84,0.37,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2432,clearsky,-1.01,-2.75,1.44,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2433,clearsky,-1.37,-3.21,0.34,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2434,clearsky,-1.36,-2.34,0.6,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2435,clearsky,0.79,-1.18,2.36,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2436,clearsky,0.47,-0.96,1.7,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2437,clearsky,-0.17,-1.64,1.83,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2438,clearsky,-0.37,-2.79,1.01,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2439,clearsky,-2.18,-4.06,-0.39,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2440,clearsky,-0.08,-1.63,1.97,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2441,clearsky,-0.23,-1.87,1.2,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2442,clearsky,-0.61,-3.19,0.75,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2443,clearsky,0.41,-0.99,1.84,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2444,clearsky,0.37,-1.93,1.41,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2445,clearsky,-1.19,-1.94,-0.01,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2446,clearsky,-0.38,-1.53,1.27,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2447,clearsky,-0.66,-1.75,0.29,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2448,clearsky,-1.72,-3.5,0.02,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2449,clearsky,-1.14,-2.81,0.73,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2450,clearsky,0.21,-1.01,1.41,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2451,clearsky,-0.76,-2.14,0.63,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2452,clearsky,0.75,-1.18,2.67,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2453,clearsky,0.31,-0.65,1.6,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2454,clearsky,-0.07,-1.39,1.26,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2455,clearsky,0.35,-0.88,1.92,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2456,clearsky,-0.5,-1.46,0.72,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2457,clearsky,-0.02,-1.1,2,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2458,sensor,-0.68,-1.16,0.16,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2459,clearsky,0.03,-1.6,1.9,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2460,clearsky,0.58,-1.22,1.89,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2461,clearsky,0.03,-1.33,1.19,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2462,clearsky,-1.02,-3.18,0.73,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2463,clearsky,-0.02,-0.94,0.79,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2464,clearsky,-0.04,-1.28,2.23,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2465,clearsky,0.54,-1.14,2.34,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2466,clearsky,0.81,-1.12,3.49,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2467,clearsky,0.79,-1.4,2,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2468,clearsky,-0.77,-2.92,1.08,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2469,clearsky,0.02,-0.91,0.79,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2470,clearsky,0.08,-1.45,0.76,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2471,clearsky,-0.12,-1.17,1.24,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2472,clearsky,0.03,-2.11,2.55,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2473,clearsky,-1.11,-3.05,0.62,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2474,clearsky,0.02,-1.99,1.61,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2475,clearsky,-0.02,-1.33,1.95,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2476,clearsky,-0.75,-2.24,0.68,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2477,clearsky,-0.63,-2.55,0.19,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2478,clearsky,0.47,-0.81,1.53,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2479,clearsky,-1.38,-3.1,-0.04,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2480,clearsky,0.69,-0.95,2.75,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2481,clearsky,0.25,-0.97,2.02,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2482,clearsky,-0.4,-1.51,1.1,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2483,clearsky,-0.05,-1.54,1.26,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2484,clearsky,-0.33,-1.67,0.92,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2485,clearsky,0.19,-0.98,1.21,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2486,clearsky,-0.73,-2.94,2.08,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2487,clearsky,-0.23,-1.96,0.97,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2488,clearsky,-0.39,-2.39,1.78,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2489,clearsky,-0.29,-2.43,1.25,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2490,clearsky,-0.59,-2.36,1.15,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2491,clearsky,-0.46,-1.86,1.42,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2492,clearsky,0.79,-0.65,2.91,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2493,clearsky,-0.15,-2.15,2.02,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2494,clearsky,-0.95,-1.87,1.43,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2495,clearsky,0.55,-0.86,1.86,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2496,clearsky,0.02,-1.38,0.67,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2497,clearsky,0.65,-1.3,2.11,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2498,clearsky,0.28,-1.26,1.52,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2499,clearsky,0.98,-0.72,3.11,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2500,nsrdb,-0.69,-2.87,3.12,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2501,clearsky,0.78,-0.8,2.47,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2502,clearsky,0.24,-1.21,1.4,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2503,clearsky,-0.57,-1.79,1.74,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2504,clearsky,-0.08,-1.44,1.61,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2505,clearsky,-1.11,-2.85,0.56,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2506,clearsky,0.17,-0.7,1.63,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2507,clearsky,0.33,-0.62,1.48,3,> 2 MW,T3,mono-Si,Al-BSF,Ground,FALSE
2508,sensor,-1.37,-1.89,-0.87,4,< 0.5 MW,T3,multi-Si,Al-BSF,Roof,FALSE
2509,sensor,-1.6,-1.82,-1.24,4,< 0.5 MW,T3,multi-Si,Al-BSF,Roof,FALSE
2510,nsrdb,-0.15,-1.07,0.73,6,< 0.5 MW,T4,multi-Si,Al-BSF,Roof,FALSE
2511,nsrdb,-0.03,-0.72,1.03,6,< 0.5 MW,T4,multi-Si,Al-BSF,Roof,FALSE
2512,nsrdb,-0.24,-1.07,0.68,6,< 0.5 MW,T4,multi-Si,Al-BSF,Roof,FALSE
2513,nsrdb,-0.36,-1.22,0.48,6,< 0.5 MW,T4,multi-Si,Al-BSF,Roof,FALSE
2514,nsrdb,-0.59,-1.34,0.43,6,< 0.5 MW,T4,multi-Si,Al-BSF,Roof,FALSE
2515,sensor,-2.98,-3.76,-2.54,2,< 0.5 MW,T4,mono-Si,PERC,Parking,FALSE
2516,sensor,-3.14,-3.48,-2.73,2,< 0.5 MW,T4,mono-Si,PERC,Parking,FALSE
2517,sensor,-2.95,-3.38,-2.51,2,< 0.5 MW,T4,mono-Si,PERC,Parking,FALSE
2518,nsrdb,-0.91,-1.97,0.06,3,< 0.5 MW,T4,mono-Si,PERC,Parking,FALSE
2519,sensor,-3.14,-3.56,-2.59,2,< 0.5 MW,T4,mono-Si,PERC,Parking,FALSE
2520,sensor,-2.41,-2.83,-2.05,12,< 0.5 MW,T4,multi-Si,Al-BSF,Roof,FALSE
2521,sensor,-2.13,-2.56,-1.73,12,< 0.5 MW,T4,multi-Si,Al-BSF,Roof,FALSE
2522,sensor,0.48,0.35,0.6,7,< 0.5 MW,T6,multi-Si,Al-BSF,Parking,FALSE
2523,sensor,0.74,0.56,0.87,7,< 0.5 MW,T6,multi-Si,Al-BSF,Parking,FALSE
2524,sensor,-0.1,-0.22,0.04,7,< 0.5 MW,T6,multi-Si,Al-BSF,Parking,FALSE
2525,sensor,-0.91,-1.25,-0.58,8,< 0.5 MW,T6,mono-Si,Al-BSF,Roof,FALSE
2526,nsrdb,-2.21,-2.64,-1.69,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
2527,nsrdb,-0.63,-0.94,-0.26,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
2528,nsrdb,-0.83,-1.25,-0.28,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
2529,nsrdb,-0.81,-1.19,-0.43,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
2530,nsrdb,-0.5,-0.96,-0.06,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
2531,nsrdb,-1.86,-3.24,-0.4,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
2532,nsrdb,-0.91,-1.89,0.16,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
2533,nsrdb,-0.36,-1.09,0.39,6,0.5-2 MW,T4,multi-Si,Al-BSF,Roof,FALSE
2534,nsrdb,0.65,-0.52,1.66,3,0.5-2 MW,T4,multi-Si,Al-BSF,Roof,FALSE
2535,sensor,-1.2,-1.45,-0.96,10,< 0.5 MW,T4,multi-Si,Al-BSF,Roof,FALSE
2536,sensor,-1.76,-2.82,-0.56,9,< 0.5 MW,T4,mono-Si,n-IBC,Roof,FALSE
2537,sensor,-4.4,-5.55,-3.54,5,< 0.5 MW,T4,mono-Si,n-IBC,Roof,FALSE
2538,nsrdb,-0.85,-1.29,-0.31,8,< 0.5 MW,T3,multi-Si,Al-BSF,Roof,FALSE
2539,nsrdb,-0.67,-0.93,-0.22,6,< 0.5 MW,T6,multi-Si,Al-BSF,Parking,FALSE
2540,nsrdb,-1,-1.33,-0.65,6,< 0.5 MW,T6,multi-Si,Al-BSF,Parking,FALSE
2541,nsrdb,-0.73,-1.04,-0.36,6,< 0.5 MW,T6,multi-Si,Al-BSF,Parking,FALSE
2542,nsrdb,-1.38,-1.87,-0.78,6,< 0.5 MW,T6,multi-Si,Al-BSF,Parking,FALSE
2543,nsrdb,-0.73,-1.09,-0.4,6,< 0.5 MW,T6,multi-Si,Al-BSF,Parking,FALSE
2544,nsrdb,-1.6,-1.87,-1.24,6,< 0.5 MW,T6,multi-Si,Al-BSF,Parking,FALSE
2545,nsrdb,-0.76,-1.32,-0.15,8,> 2 MW,T3,multi-Si,Al-BSF,Ground,FALSE
2546,nsrdb,-1.11,-1.75,-0.62,8,> 2 MW,T3,multi-Si,Al-BSF,Ground,FALSE
2547,nsrdb,-0.48,-1.26,0.32,8,> 2 MW,T3,multi-Si,Al-BSF,Ground,FALSE
2548,nsrdb,-1.33,-1.89,-0.58,8,> 2 MW,T3,multi-Si,Al-BSF,Ground,FALSE
2549,nsrdb,-0.77,-1.5,0.3,8,> 2 MW,T3,multi-Si,Al-BSF,Ground,FALSE
2550,nsrdb,-1.3,-1.74,-0.51,8,> 2 MW,T3,multi-Si,Al-BSF,Ground,FALSE
2551,clearsky,-0.47,-1.06,0.12,9,< 0.5 MW,T3,mono-Si,n-IBC,Roof,FALSE
2552,clearsky,-0.69,-1.43,-0.03,9,< 0.5 MW,T3,mono-Si,n-IBC,Roof,FALSE
2553,sensor,-2.21,-3.48,-0.81,3,0.5-2 MW,T4,mono-Si,n-SHJ,Roof,FALSE
2554,nsrdb,-0.64,-1.15,0.04,8,> 2 MW,T3,a-Si,a-Si,Roof,FALSE
2555,nsrdb,-0.73,-1.85,-0.13,8,> 2 MW,T3,a-Si,a-Si,Roof,FALSE
2556,nsrdb,-0.53,-1.32,0.32,8,> 2 MW,T3,a-Si,a-Si,Roof,FALSE
2557,nsrdb,-1.77,-2.82,-0.99,8,> 2 MW,T3,a-Si,a-Si,Roof,FALSE
2558,sensor,-0.4,-0.5,-0.3,5,0.5-2 MW,T6,multi-Si,Al-BSF,Parking,FALSE
2559,sensor,-0.09,-0.2,0.05,6,0.5-2 MW,T6,multi-Si,Al-BSF,Parking,FALSE
2560,sensor,-0.2,-0.3,-0.1,6,0.5-2 MW,T6,multi-Si,Al-BSF,Parking,FALSE
2561,sensor,-0.24,-0.38,-0.09,6,0.5-2 MW,T6,multi-Si,Al-BSF,Parking,FALSE
2562,sensor,-0.26,-0.38,-0.18,6,0.5-2 MW,T6,multi-Si,Al-BSF,Parking,FALSE
2563,sensor,-0.13,-0.29,0.04,6,0.5-2 MW,T6,multi-Si,Al-BSF,Parking,FALSE
2564,sensor,-0.36,-0.47,-0.24,6,0.5-2 MW,T6,multi-Si,Al-BSF,Parking,FALSE
2565,sensor,-0.31,-0.45,-0.21,6,0.5-2 MW,T6,multi-Si,Al-BSF,Parking,FALSE
2566,sensor,-0.26,-0.42,-0.11,6,0.5-2 MW,T6,multi-Si,Al-BSF,Parking,FALSE
2567,sensor,-0.39,-0.48,-0.31,6,0.5-2 MW,T6,multi-Si,Al-BSF,Parking,FALSE
2568,sensor,-0.35,-0.45,-0.21,6,0.5-2 MW,T6,multi-Si,Al-BSF,Parking,FALSE
2569,sensor,-0.41,-0.54,-0.31,6,0.5-2 MW,T6,multi-Si,Al-BSF,Parking,FALSE
2570,sensor,0.03,-0.44,0.54,7,< 0.5 MW,T4,multi-Si,Al-BSF,Roof,FALSE
2571,sensor,-1.88,-2.21,-1.61,"","","","","","",""
2572,sensor,-1.55,-1.85,-1.3,"","","","","","",""
2573,sensor,-1.76,-2.04,-1.4,"","","","","","",""
2574,sensor,-1.71,-1.97,-1.41,"","","","","","",""
2575,sensor,-1.64,-1.96,-1.34,"","","","","","",""
2576,sensor,-1.75,-2.21,-1.4,"","","","","","",""
2577,sensor,-1.35,-1.63,-1.12,"","","","","","",""
2578,sensor,-1.59,-1.91,-1.27,"","","","","","",""
2579,sensor,-1.38,-1.68,-1.07,"","","","","","",""
2580,sensor,-1.79,-2.1,-1.49,"","","","","","",""
2581,sensor,-1.71,-1.96,-1.43,"","","","","","",""
2582,sensor,-1.53,-1.88,-1.23,"","","","","","",""
2583,sensor,-2.21,-2.58,-1.83,"","","","","","",""
2584,sensor,-1.65,-1.97,-1.4,"","","","","","",""
2585,sensor,-1.67,-2,-1.44,"","","","","","",""
2586,sensor,-0.3,-0.81,0.14,"","","","","","",""
2587,sensor,-1.72,-2.01,-1.41,"","","","","","",""
2588,sensor,-1.65,-2.01,-1.31,"","","","","","",""
2589,sensor,-1.8,-2.06,-1.45,"","","","","","",""
2590,sensor,-1.56,-1.85,-1.26,"","","","","","",""
2591,sensor,-1.78,-2.14,-1.42,"","","","","","",""
2592,sensor,-1.3,-1.68,-0.95,"","","","","","",""
2593,sensor,-1.72,-1.98,-1.48,"","","","","","",""
2594,sensor,-1.68,-2.08,-1.35,"","","","","","",""
2595,sensor,-1.73,-2.07,-1.4,"","","","","","",""
2596,sensor,-1.62,-1.98,-1.26,"","","","","","",""
2597,sensor,-1.92,-2.21,-1.69,"","","","","","",""
2598,sensor,-1.59,-1.86,-1.3,"","","","","","",""
2599,sensor,-1.56,-1.86,-1.3,"","","","","","",""
2600,sensor,-1.7,-1.93,-1.39,"","","","","","",""
2601,sensor,-1.54,-1.95,-1.27,"","","","","","",""
2602,sensor,-1.55,-1.81,-1.3,"","","","","","",""
2603,sensor,-1.67,-1.93,-1.38,"","","","","","",""
2604,sensor,-1.62,-1.99,-1.23,"","","","","","",""
2605,sensor,-1.74,-2.08,-1.4,"","","","","","",""
2606,sensor,-1.73,-2.12,-1.33,"","","","","","",""
2607,sensor,-1.78,-2.09,-1.54,"","","","","","",""
2608,sensor,-1.4,-1.71,-1.09,"","","","","","",""
